JAILED,ACTIVE,QUIET,COPS
747,29,344,80
738,38,344,80
730,45,345,80
729,37,354,80
714,24,382,80
707,17,396,80
698,14,408,80
674,52,394,80
671,66,383,80
676,71,373,80
681,67,372,80
694,81,345,80
705,76,339,80
710,60,350,80
720,50,350,80
710,81,329,80
722,76,322,80
729,59,332,80
734,51,335,80
736,52,332,80
739,44,337,80
729,38,353,80
724,44,352,80
719,40,361,80
716,46,358,80
716,54,350,80
719,64,337,80
724,56,340,80
724,55,341,80
720,52,348,80
722,40,358,80
724,20,376,80
708,24,388,80
693,36,391,80
697,22,401,80
688,28,404,80
681,56,383,80
677,83,360,80
685,98,337,80
699,86,335,80
713,86,321,80
744,65,311,80
760,54,306,80
753,76,291,80
759,70,291,80
770,64,286,80
771,65,284,80
782,43,295,80
777,44,299,80
773,42,305,80
771,34,315,80
767,15,338,80
746,19,355,80
722,31,367,80
703,56,361,80
705,57,358,80
706,29,385,80
696,32,392,80
687,25,408,80
682,32,406,80
673,64,383,80
661,96,363,80
684,76,360,80
696,74,350,80
705,88,327,80
718,100,302,80
733,103,284,80
747,107,266,80
763,96,261,80
785,55,280,80
780,37,303,80
775,30,315,80
767,33,320,80
761,22,337,80
751,16,353,80
737,23,360,80
726,21,373,80
715,21,384,80
707,42,371,80
701,40,379,80
699,30,391,80
700,10,410,80
671,41,408,80
666,35,419,80
668,19,433,80
643,32,445,80
635,41,444,80
639,75,406,80
655,70,395,80
670,65,385,80
676,108,336,80
697,154,269,80
731,145,244,80
758,122,240,80
780,104,236,80
799,63,258,80
807,53,260,80
810,41,269,80
805,33,282,80
803,21,296,80
784,34,302,80
780,31,309,80
769,23,328,80
759,14,347,80
742,16,362,80
732,22,366,80
725,23,372,80
695,26,399,80
679,45,396,80
663,91,366,80
678,81,361,80
681,72,367,80
699,70,351,80
712,46,362,80
711,49,360,80
710,87,323,80
725,113,282,80
737,89,294,80
759,50,311,80
773,25,322,80
757,30,333,80
740,60,320,80
744,47,329,80
751,35,334,80
739,34,347,80
732,42,346,80
728,48,344,80
718,59,343,80
722,57,341,80
720,61,339,80
730,23,367,80
721,24,375,80
714,36,370,80
707,41,372,80
705,43,372,80
699,47,374,80
699,46,375,80
705,24,391,80
685,23,412,80
665,32,423,80
651,37,432,80
645,48,427,80
643,77,400,80
651,94,375,80
671,110,339,80
696,97,327,80
715,57,348,80
725,57,338,80
728,33,359,80
725,13,382,80
702,28,390,80
695,53,372,80
699,97,324,80
702,106,312,80
711,103,306,80
708,98,314,80
730,57,333,80
742,22,356,80
716,33,371,80
719,13,388,80
714,10,396,80
698,22,400,80
682,26,412,80
673,32,415,80
663,25,432,80
659,23,438,80
642,44,434,80
645,86,389,80
661,94,365,80
679,95,346,80
685,118,317,80
723,89,308,80
732,116,272,80
753,103,264,80
772,73,275,80
773,45,302,80
780,15,325,80
769,23,328,80
740,58,322,80
741,78,301,80
743,85,292,80
762,79,279,80
773,55,292,80
780,22,318,80
765,29,326,80
759,43,318,80
765,27,328,80
753,24,343,80
738,32,350,80
734,29,357,80
722,21,377,80
699,41,380,80
704,41,375,80
698,41,381,80
695,55,370,80
688,74,358,80
692,84,344,80
718,81,321,80
743,66,311,80
754,52,314,80
750,68,302,80
764,37,319,80
756,53,311,80
760,53,307,80
749,52,319,80
749,49,322,80
742,41,337,80
743,21,356,80
721,8,391,80
703,33,384,80
699,51,370,80
696,66,358,80
690,103,327,80
698,88,334,80
711,82,327,80
719,92,309,80
738,104,278,80
750,111,259,80
765,91,264,80
767,67,286,80
778,45,297,80
769,40,311,80
768,24,328,80
763,20,337,80
745,22,353,80
729,27,364,80
713,61,346,80
723,57,340,80
716,48,356,80
715,63,342,80
709,59,352,80
698,83,339,80
718,64,338,80
733,36,351,80
732,19,369,80
721,29,370,80
711,30,379,80
699,35,386,80
693,25,402,80
693,25,402,80
676,39,405,80
679,41,400,80
676,37,407,80
669,45,406,80
654,70,396,80
657,87,376,80
659,140,321,80
683,140,297,80
719,139,262,80
750,136,234,80
771,111,238,80
789,81,250,80
808,42,270,80
814,31,275,80
806,19,295,80
793,12,315,80
774,14,332,80
754,38,328,80
739,47,334,80
731,53,336,80
729,45,346,80
740,23,357,80
729,22,369,80
721,19,380,80
710,32,378,80
700,55,365,80
689,62,369,80
690,43,387,80
692,40,388,80
688,27,405,80
681,29,410,80
678,34,408,80
676,49,395,80
672,114,334,80
687,104,329,80
707,102,311,80
728,106,286,80
738,87,295,80
750,80,290,80
764,79,277,80
769,83,268,80
781,58,281,80
785,32,303,80
785,23,312,80
777,33,310,80
774,34,312,80
768,30,322,80
752,26,342,80
736,37,347,80
719,44,357,80
723,23,374,80
713,13,394,80
694,18,408,80
681,14,425,80
659,34,427,80
642,67,411,80
655,102,363,80
679,139,302,80
690,169,261,80
730,148,242,80
756,128,236,80
784,83,253,80
801,41,278,80
797,25,298,80
785,14,321,80
760,13,347,80
744,15,361,80
736,15,369,80
719,18,383,80
697,18,405,80
695,24,401,80
680,53,387,80
689,51,380,80
696,44,380,80
697,53,370,80
689,53,378,80
696,71,353,80
702,79,339,80
709,99,312,80
719,91,310,80
744,67,309,80
739,73,308,80
733,72,315,80
746,48,326,80
745,51,324,80
758,33,329,80
745,56,319,80
740,49,331,80
730,37,353,80
736,33,351,80
719,36,365,80
725,19,376,80
711,44,365,80
698,82,340,80
712,78,330,80
729,71,320,80
738,73,309,80
756,65,299,80
762,61,297,80
756,82,282,80
766,73,281,80
767,65,288,80
770,63,287,80
771,52,297,80
759,38,323,80
759,21,340,80
752,12,356,80
728,29,363,80
719,52,349,80
717,69,334,80
726,58,336,80
732,33,355,80
734,35,351,80
734,24,362,80
715,41,364,80
708,38,374,80
699,59,362,80
699,64,357,80
706,69,345,80
717,42,361,80
713,15,392,80
701,8,411,80
679,18,423,80
669,18,433,80
645,36,439,80
644,33,443,80
635,64,421,80
640,90,390,80
648,121,351,80
671,172,277,80
702,183,235,80
750,143,227,80
778,93,249,80
809,56,255,80
811,39,270,80
806,22,292,80
786,21,313,80
771,19,330,80
758,12,350,80
740,41,339,80
735,33,352,80
726,63,331,80
735,62,323,80
745,46,329,80
744,41,335,80
731,51,338,80
731,42,347,80
730,32,358,80
719,56,345,80
721,54,345,80
730,28,362,80
722,37,361,80
718,21,381,80
708,18,394,80
700,19,401,80
692,28,400,80
688,10,422,80
665,31,424,80
653,77,390,80
665,79,376,80
678,80,362,80
694,116,310,80
716,114,290,80
747,100,273,80
763,88,269,80
765,83,272,80
774,54,292,80
776,37,307,80
774,13,333,80
768,23,329,80
748,30,342,80
735,23,362,80
725,19,376,80
709,17,394,80
696,14,410,80
671,21,428,80
660,12,448,80
638,11,471,80
622,22,476,80
607,52,461,80
612,64,444,80
624,67,429,80
630,88,402,80
636,106,378,80
658,91,371,80
694,90,336,80
710,135,275,80
741,143,236,80
770,105,245,80
797,65,258,80
806,49,265,80
803,30,287,80
802,16,302,80
783,27,310,80
779,10,331,80
760,8,352,80
736,16,368,80
714,36,370,80
704,60,356,80
701,79,340,80
702,61,357,80
709,56,355,80
719,59,342,80
728,38,354,80
731,26,363,80
721,23,376,80
705,32,383,80
691,47,382,80
693,49,378,80
683,45,392,80
686,31,403,80
677,13,430,80
668,26,426,80
667,21,432,80
654,24,442,80
642,42,436,80
643,46,431,80
648,22,450,80
630,50,440,80
630,95,395,80
641,114,365,80
655,138,327,80
695,125,300,80
720,101,299,80
733,99,288,80
752,88,280,80
748,103,269,80
761,82,277,80
773,51,296,80
774,30,316,80
758,43,319,80
731,54,335,80
740,49,331,80
737,44,339,80
733,64,323,80
736,56,328,80
738,39,343,80
738,24,358,80
723,27,370,80
719,28,373,80
716,56,348,80
724,49,347,80
726,60,334,80
728,53,339,80
725,42,353,80
725,56,339,80
721,78,321,80
727,83,310,80
737,72,311,80
753,54,313,80
749,57,314,80
749,44,327,80
750,37,333,80
749,22,349,80
737,29,354,80
722,51,347,80
715,68,337,80
719,52,349,80
720,22,378,80
714,8,398,80
684,16,420,80
667,27,426,80
665,35,420,80
647,85,388,80
666,116,338,80
688,116,316,80
709,93,318,80
715,65,340,80
738,34,348,80
729,71,320,80
732,88,300,80
732,90,298,80
734,103,283,80
748,95,277,80
761,70,289,80
775,20,325,80
755,28,337,80
744,26,350,80
739,21,360,80
717,35,368,80
715,41,364,80
708,54,358,80
721,19,380,80
701,11,408,80
681,28,411,80
679,30,411,80
669,60,391,80
672,62,386,80
677,92,351,80
678,137,305,80
712,146,262,80
753,127,240,80
782,85,253,80
810,33,277,80
806,33,281,80
787,26,307,80
768,22,330,80
740,33,347,80
728,33,359,80
727,36,357,80
714,31,375,80
707,42,371,80
702,47,371,80
696,50,374,80
693,50,377,80
691,62,367,80
696,78,346,80
694,112,314,80
712,101,307,80
737,102,281,80
754,95,271,80
769,82,269,80
785,55,280,80
792,39,289,80
792,16,312,80
775,13,332,80
747,27,346,80
739,36,345,80
739,39,342,80
728,54,338,80
727,79,314,80
731,79,310,80
739,68,313,80
747,47,326,80
746,49,325,80
749,36,335,80
747,21,352,80
727,23,370,80
715,13,392,80
697,11,412,80
675,18,427,80
663,17,440,80
647,39,434,80
637,73,410,80
652,72,396,80
670,58,392,80
657,58,405,80
663,66,391,80
662,100,358,80
685,109,326,80
708,112,300,80
741,102,277,80
753,98,269,80
766,41,313,80
761,48,311,80
762,45,313,80
756,34,330,80
744,52,324,80
750,36,334,80
752,10,358,80
732,25,363,80
721,55,344,80
721,42,357,80
724,52,344,80
719,58,343,80
712,61,347,80
721,55,344,80
731,28,361,80
727,15,378,80
701,17,402,80
688,15,417,80
674,34,412,80
669,54,397,80
675,85,360,80
686,104,330,80
709,94,317,80
722,88,310,80
732,78,310,80
746,53,321,80
756,42,322,80
746,48,326,80
741,50,329,80
740,40,340,80
737,35,348,80
734,22,364,80
733,10,377,80
712,17,391,80
699,27,394,80
681,29,410,80
664,50,406,80
661,112,347,80
681,137,302,80
705,136,279,80
735,126,259,80
755,93,272,80
767,76,277,80
772,57,291,80
777,50,293,80
759,58,303,80
762,62,296,80
771,41,308,80
771,18,331,80
756,20,344,80
749,29,342,80
732,35,353,80
722,32,366,80
716,22,382,80
708,13,399,80
691,31,398,80
683,17,420,80
671,18,431,80
656,17,447,80
641,32,447,80
640,45,435,80
626,39,455,80
626,68,426,80
631,78,411,80
647,54,419,80
649,44,427,80
656,60,404,80
657,74,389,80
655,113,352,80
685,132,303,80
722,141,257,80
762,130,228,80
787,95,238,80
800,56,264,80
802,34,284,80
798,32,290,80
788,32,300,80
782,30,308,80
779,17,324,80
755,29,336,80
739,32,349,80
719,39,362,80
712,37,371,80
709,57,354,80
702,55,363,80
710,23,387,80
701,30,389,80
687,51,382,80
679,74,367,80
696,72,352,80
705,60,355,80
713,42,365,80
714,45,361,80
705,81,334,80
716,93,311,80
722,121,277,80
749,119,252,80
775,90,255,80
790,79,251,80
813,31,276,80
804,23,293,80
789,18,313,80
766,46,308,80
755,41,324,80
749,31,340,80
740,8,372,80
722,8,390,80
690,33,397,80
673,56,391,80
680,51,389,80
691,41,388,80
686,66,368,80
685,86,349,80
700,83,337,80
719,72,329,80
720,60,340,80
716,57,347,80
721,53,346,80
722,58,340,80
718,61,341,80
725,52,343,80
732,50,338,80
723,50,347,80
725,48,347,80
734,28,358,80
736,31,353,80
728,56,336,80
735,43,342,80
733,40,347,80
729,40,351,80
724,30,366,80
717,22,381,80
706,24,390,80
691,28,401,80
682,43,395,80
664,47,409,80
658,37,425,80
646,53,421,80
648,31,441,80
638,38,444,80
635,65,420,80
652,56,412,80
647,101,372,80
669,128,323,80
694,124,302,80
722,165,233,80
759,141,220,80
769,142,209,80
791,111,218,80
803,76,241,80
816,44,260,80
813,35,272,80
793,41,286,80
791,25,304,80
786,12,322,80
760,29,331,80
748,22,350,80
740,15,365,80
734,23,363,80
717,16,387,80
697,13,410,80
677,22,421,80
662,31,427,80
647,21,452,80
644,40,436,80
639,76,405,80
658,101,361,80
674,114,332,80
690,132,298,80
723,111,286,80
752,75,293,80
771,59,290,80
784,54,282,80
781,47,292,80
769,46,305,80
777,32,311,80
777,27,316,80
773,10,337,80
755,24,341,80
731,49,340,80
718,85,317,80
735,62,323,80
742,39,339,80
739,40,341,80
736,29,355,80
727,32,361,80
710,47,363,80
713,29,378,80
708,13,399,80
684,18,418,80
674,16,430,80
657,22,441,80
642,22,456,80
629,14,477,80
611,23,486,80
605,14,501,80
588,44,488,80
591,41,488,80
591,23,506,80
581,13,526,80
558,87,475,80
567,158,395,80
590,221,309,80
629,246,245,80
668,265,187,80
716,219,185,80
762,147,211,80
798,98,224,80
812,61,247,80
820,28,272,80
812,12,296,80
791,18,311,80
768,32,320,80
750,36,334,80
739,29,352,80
728,16,376,80
720,8,392,80
701,7,412,80
682,19,419,80
680,24,416,80
676,45,399,80
661,82,377,80
682,76,362,80
703,49,368,80
713,85,322,80
716,103,301,80
735,94,291,80
761,65,294,80
769,64,287,80
782,72,266,80
787,81,252,80
788,63,269,80
797,35,288,80
805,8,307,80
779,12,329,80
747,29,344,80
736,18,366,80
721,55,344,80
723,41,356,80
716,29,375,80
714,25,381,80
709,26,385,80
687,93,340,80
688,128,304,80
691,158,271,80
725,147,248,80
755,130,235,80
770,117,233,80
801,68,251,80
807,48,265,80
796,41,283,80
786,40,294,80
781,36,303,80
778,17,325,80
755,13,352,80
745,7,368,80
723,23,374,80
709,38,373,80
691,64,365,80
691,70,359,80
703,48,369,80
703,59,358,80
703,78,339,80
714,58,348,80
716,42,362,80
718,37,365,80
713,25,382,80
701,29,390,80
691,36,393,80
685,41,394,80
679,36,405,80
667,43,410,80
678,49,393,80
677,66,377,80
676,106,338,80
691,117,312,80
714,110,296,80
728,109,283,80
752,110,258,80
763,104,253,80
774,84,262,80
787,36,297,80
792,18,310,80
774,34,312,80
766,28,326,80
744,35,341,80
740,17,363,80
730,23,367,80
705,41,374,80
694,45,381,80
693,65,362,80
691,74,355,80
711,49,360,80
722,40,358,80
713,51,356,80
706,76,338,80
714,72,334,80
717,68,335,80
728,57,335,80
741,37,342,80
717,48,355,80
712,41,367,80
715,16,389,80
701,13,406,80
694,9,417,80
678,11,431,80
646,28,446,80
639,46,435,80
646,55,419,80
655,71,394,80
660,66,394,80
668,64,388,80
676,69,375,80
687,74,359,80
698,77,345,80
703,79,338,80
712,65,343,80
723,65,332,80
726,70,324,80
735,85,300,80
745,76,299,80
748,53,319,80
753,46,321,80
757,29,334,80
736,15,369,80
720,27,373,80
713,31,376,80
697,53,370,80
693,70,357,80
690,112,318,80
705,116,299,80
723,99,298,80
730,99,291,80
761,62,297,80
763,75,282,80
774,61,285,80
778,53,289,80
781,38,301,80
781,34,305,80
771,34,315,80
771,14,335,80
750,11,359,80
730,14,376,80
716,13,391,80
701,18,401,80
688,24,408,80
664,63,393,80
669,87,364,80
678,88,354,80
696,84,340,80
709,110,301,80
729,130,261,80
754,141,225,80
773,125,222,80
795,85,240,80
814,41,265,80
820,14,286,80
799,28,293,80
781,35,304,80
763,50,307,80
766,46,308,80
763,26,331,80
752,10,358,80
733,11,376,80
718,21,381,80
705,15,400,80
674,33,413,80
677,37,406,80
663,69,388,80
665,83,372,80
687,93,340,80
679,135,306,80
717,129,274,80
746,117,257,80
766,103,251,80
770,104,246,80
786,69,265,80
794,34,292,80
791,27,302,80
771,41,308,80
762,51,307,80
764,59,297,80
762,59,299,80
769,67,284,80
771,57,292,80
780,32,308,80
784,21,315,80
765,23,332,80
753,19,348,80
737,11,372,80
713,14,393,80
694,25,401,80
690,33,397,80
668,60,392,80
678,101,341,80
694,120,306,80
718,129,273,80
745,112,263,80
770,76,274,80
788,38,294,80
773,53,294,80
769,55,296,80
765,50,305,80
769,14,337,80
754,33,333,80
741,60,319,80
748,56,316,80
755,50,315,80
762,17,341,80
746,25,349,80
737,10,373,80
712,40,368,80
693,62,365,80
704,55,361,80
708,36,376,80
702,43,375,80
703,33,384,80
690,28,402,80
662,46,412,80
664,46,410,80
654,61,405,80
644,72,404,80
661,87,372,80
678,90,352,80
689,68,363,80
714,31,375,80
711,32,377,80
701,29,390,80
695,24,401,80
680,68,372,80
689,111,320,80
696,131,293,80
723,118,279,80
739,111,270,80
766,74,280,80
785,59,276,80
791,52,277,80
794,36,290,80
784,27,309,80
767,51,302,80
764,47,309,80
775,44,301,80
765,46,309,80
760,37,323,80
753,34,333,80
758,7,355,80
740,19,361,80
721,10,389,80
695,27,398,80
700,5,415,80
667,21,432,80
649,16,455,80
631,33,456,80
633,32,455,80
618,88,414,80
640,111,369,80
657,91,372,80
689,48,383,80
683,63,374,80
688,91,341,80
716,74,330,80
720,86,314,80
745,58,317,80
760,46,314,80
753,52,315,80
750,58,312,80
751,51,318,80
748,38,334,80
735,33,352,80
725,20,375,80
716,26,378,80
705,45,370,80
706,33,381,80
700,19,401,80
696,28,396,80
677,48,395,80
671,69,380,80
664,90,366,80
675,107,338,80
700,115,305,80
722,142,256,80
756,138,226,80
776,116,228,80
793,100,227,80
822,46,252,80
835,20,265,80
817,27,276,80
807,38,275,80
794,48,278,80
786,23,311,80
777,9,334,80
759,7,354,80
733,17,370,80
726,11,383,80
701,12,407,80
683,24,413,80
661,57,402,80
667,67,386,80
669,80,371,80
666,92,362,80
702,90,328,80
717,91,312,80
725,92,303,80
749,68,303,80
750,70,300,80
764,59,297,80
756,81,283,80
766,55,299,80
778,25,317,80
774,30,316,80
761,30,329,80
745,29,346,80
733,25,362,80
711,35,374,80
707,51,362,80
712,37,371,80
703,19,398,80
690,24,406,80
689,16,415,80
675,32,413,80
662,52,406,80
654,100,366,80
671,118,331,80
698,144,278,80
733,128,259,80
753,134,233,80
773,114,233,80
796,58,266,80
812,36,272,80
788,36,296,80
783,15,322,80
767,16,337,80
753,9,358,80
741,16,363,80
727,28,365,80
710,45,365,80
706,34,380,80
703,28,389,80
686,39,395,80
679,59,382,80
672,86,362,80
684,80,356,80
705,65,350,80
718,68,334,80
720,120,280,80
729,121,270,80
738,110,272,80
758,90,272,80
774,61,285,80
768,45,307,80
768,33,319,80
756,63,301,80
755,76,289,80
767,48,305,80
773,26,321,80
764,26,330,80
753,21,346,80
746,12,362,80
734,12,374,80
719,22,379,80
704,29,387,80
696,26,398,80
686,36,398,80
671,85,364,80
689,83,348,80
706,68,346,80
722,61,337,80
720,81,319,80
742,86,292,80
748,78,294,80
761,44,315,80
765,26,329,80
747,38,335,80
733,54,333,80
737,62,321,80
741,58,321,80
742,51,327,80
744,34,342,80
740,33,347,80
732,13,375,80
720,11,389,80
699,32,389,80
695,40,385,80
692,53,375,80
691,65,364,80
689,81,350,80
698,70,352,80
703,74,343,80
713,92,315,80
727,110,283,80
748,93,279,80
775,33,312,80
752,54,314,80
747,55,318,80
769,19,332,80
758,23,339,80
738,42,340,80
730,33,357,80
730,38,352,80
731,34,355,80
718,40,362,80
712,26,382,80
702,24,394,80
693,22,405,80
688,22,410,80
666,45,409,80
659,68,393,80
670,85,365,80
681,77,362,80
696,97,327,80
721,85,314,80
725,88,307,80
723,91,306,80
745,79,296,80
748,68,304,80
765,36,319,80
763,22,335,80
755,18,347,80
742,24,354,80
726,24,370,80
710,32,378,80
700,46,374,80
690,74,356,80
695,99,326,80
723,93,304,80
739,89,292,80
763,79,278,80
772,58,290,80
773,42,305,80
779,40,301,80
768,30,322,80
756,19,345,80
743,28,349,80
721,43,356,80
719,32,369,80
712,19,389,80
691,25,404,80
687,13,420,80
665,24,431,80
653,18,449,80
634,68,418,80
643,61,416,80
643,62,415,80
655,77,388,80
664,128,328,80
700,132,288,80
735,96,289,80
763,58,299,80
764,41,315,80
743,69,308,80
740,58,322,80
743,47,330,80
747,37,336,80
738,44,338,80
742,45,333,80
729,43,348,80
719,30,371,80
709,39,372,80
707,45,368,80
703,84,333,80
728,83,309,80
743,66,311,80
757,60,303,80
753,51,316,80
749,48,323,80
760,15,345,80
755,9,356,80
741,10,369,80
714,39,367,80
700,48,372,80
703,27,390,80
686,26,408,80
677,36,407,80
664,60,396,80
667,67,386,80
663,78,379,80
681,90,349,80
700,72,348,80
706,75,339,80
718,84,318,80
731,76,313,80
745,50,325,80
755,16,349,80
734,57,329,80
735,50,335,80
735,59,326,80
737,62,321,80
738,64,318,80
741,39,340,80
736,50,334,80
738,34,348,80
722,43,355,80
717,27,376,80
700,30,390,80
699,43,378,80
691,60,369,80
698,47,375,80
686,66,368,80
699,60,361,80
705,39,376,80
710,36,374,80
702,36,382,80
691,15,414,80
683,73,364,80
696,83,341,80
711,73,336,80
726,62,332,80
720,99,301,80
729,87,304,80
742,60,318,80
741,34,345,80
732,26,362,80
720,40,360,80
725,12,383,80
708,13,399,80
702,12,406,80
686,37,397,80
680,38,402,80
674,31,415,80
658,31,431,80
661,20,439,80
643,10,467,80
626,25,469,80
604,39,477,80
593,94,433,80
610,141,369,80
648,136,336,80
682,136,302,80
712,122,286,80
735,112,273,80
754,109,257,80
783,86,251,80
804,61,255,80
814,34,272,80
810,22,288,80
786,33,301,80
778,40,302,80
786,8,326,80
766,16,338,80
752,18,350,80
739,13,368,80
731,9,380,80
704,18,398,80
683,45,392,80
688,67,365,80
673,87,360,80
687,66,367,80
699,23,398,80
690,43,387,80
679,110,331,80
691,121,308,80
712,123,285,80
733,110,277,80
757,71,292,80
765,43,312,80
765,70,285,80
759,82,279,80
770,73,277,80
779,57,284,80
775,51,294,80
780,44,296,80
784,28,308,80
776,37,307,80
766,39,315,80
756,36,328,80
749,19,352,80
732,16,372,80
719,18,383,80
708,18,394,80
693,28,399,80
683,16,421,80
684,15,421,80
653,40,427,80
652,54,414,80
660,42,418,80
664,17,439,80
645,24,451,80
633,75,412,80
627,152,341,80
654,217,249,80
689,220,211,80
733,195,192,80
783,128,209,80
818,79,223,80
845,22,253,80
833,17,270,80
816,16,288,80
803,17,300,80
768,38,314,80
759,34,327,80
739,33,348,80
735,18,367,80
708,23,389,80
697,44,379,80
681,59,380,80
698,72,350,80
702,74,344,80
713,61,346,80
723,32,365,80
720,37,363,80
715,49,356,80
717,56,347,80
710,76,334,80
714,73,333,80
732,48,340,80
724,20,376,80
710,27,383,80
692,35,393,80
690,43,387,80
691,70,359,80
682,99,339,80
694,115,311,80
728,95,297,80
748,50,322,80
758,22,340,80
737,35,348,80
738,33,349,80
723,29,368,80
720,26,374,80
708,31,381,80
702,24,394,80
688,16,416,80
676,37,407,80
670,62,388,80
674,78,368,80
687,80,353,80
709,65,346,80
712,44,364,80
710,16,394,80
690,18,412,80
679,46,395,80
682,111,327,80
696,100,324,80
707,88,325,80
727,57,336,80
746,24,350,80
737,38,345,80
721,47,352,80
711,54,355,80
714,61,345,80
723,50,347,80
729,37,354,80
725,50,345,80
709,74,337,80
707,80,333,80
726,75,319,80
736,83,301,80
737,76,307,80
739,71,310,80
743,55,322,80
744,40,336,80
755,30,335,80
743,30,347,80
742,30,348,80
729,37,354,80
715,72,333,80
726,72,322,80
734,50,336,80
737,44,339,80
731,39,350,80
716,67,337,80
721,54,345,80
718,44,358,80
714,45,361,80
724,25,371,80
713,15,392,80
699,26,395,80
686,42,392,80
691,46,383,80
686,83,351,80
689,114,317,80
714,118,288,80
741,94,285,80
758,49,313,80
751,31,338,80
