BehaviorSpace results (NetLogo 6.0.3),,,,
Rebellion.nlogo,,,,
experiment 03,,,,
05/24/2018 04:10:46:423 +1000,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,
0,39,0,39,
[run number],1,1,1,1
government-legitimacy,0.76,,,
movement?,FALSE,,,
initial-agent-density,66,,,
vision,7,,,
max-jail-term,33,,,
visualization,3D,,,
initial-cop-density,4,,,
[reporter],JAILED,ACTIVE,QUIET,COPS
,450,0,606,64
,423,0,633,64
,396,1,659,64
,377,0,679,64
,360,0,696,64
,336,0,720,64
,320,0,736,64
,311,1,744,64
,298,0,758,64
,282,0,774,64
,269,0,787,64
,248,1,807,64
,236,2,818,64
,236,34,786,64
,250,126,680,64
,302,261,493,64
,338,245,473,64
,373,207,476,64
,412,163,481,64
,439,124,493,64
,473,84,499,64
,495,35,526,64
,487,8,561,64
,468,1,587,64
,443,0,613,64
,418,2,636,64
,408,11,637,64
,394,6,656,64
,389,2,665,64
,365,7,684,64
,358,27,671,64
,372,44,640,64
,379,62,615,64
,416,72,568,64
,431,66,559,64
,447,86,523,64
,457,71,528,64
,486,28,542,64
,483,7,566,64
,459,0,597,64
,447,1,608,64
,419,0,637,64
,387,1,668,64
,365,0,691,64
,333,2,721,64
,310,1,745,64
,292,0,764,64
,273,2,781,64
,257,3,796,64
,245,21,790,64
,256,85,715,64
,289,165,602,64
,327,241,488,64
,366,219,471,64
,410,177,469,64
,452,130,474,64
,493,74,489,64
,515,22,519,64
,509,1,546,64
,482,0,574,64
,462,0,594,64
,435,0,621,64
,404,0,652,64
,384,0,672,64
,363,1,692,64
,343,0,713,64
,323,0,733,64
,303,0,753,64
,287,0,769,64
,272,0,784,64
,265,2,789,64
,246,0,810,64
,234,0,822,64
,222,0,834,64
,207,0,849,64
,195,33,828,64
,223,153,680,64
,262,288,506,64
,298,284,474,64
,339,248,469,64
,380,206,470,64
,413,159,484,64
,449,122,485,64
,489,80,487,64
,508,30,518,64
,511,3,542,64
,486,2,568,64
,466,0,590,64
,443,0,613,64
,426,1,629,64
,407,0,649,64
,392,1,663,64
,387,1,668,64
,371,0,685,64
,354,0,702,64
,337,0,719,64
,317,0,739,64
,300,0,756,64
,290,1,765,64
,272,0,784,64
,250,1,805,64
,231,1,824,64
,209,0,847,64
,206,36,814,64
,217,147,692,64
,258,290,508,64
,289,287,480,64
,319,257,480,64
,356,226,474,64
,387,184,485,64
,430,155,471,64
,468,107,481,64
,502,51,503,64
,519,8,529,64
,511,1,544,64
,485,0,571,64
,465,1,590,64
,443,1,612,64
,430,0,626,64
,415,0,641,64
,394,0,662,64
,373,0,683,64
,352,1,703,64
,336,2,718,64
,326,2,728,64
,307,9,740,64
,302,3,751,64
,286,1,769,64
,279,2,775,64
,256,0,800,64
,236,0,820,64
,215,0,841,64
,194,0,862,64
,169,0,887,64
,140,2,914,64
,141,66,849,64
,180,223,653,64
,225,364,467,64
,272,319,465,64
,311,272,473,64
,357,235,464,64
,388,188,480,64
,426,156,474,64
,468,109,479,64
,502,59,495,64
,517,21,518,64
,515,2,539,64
,496,0,560,64
,475,0,581,64
,462,0,594,64
,428,1,627,64
,405,1,650,64
,389,8,659,64
,381,0,675,64
,355,3,698,64
,346,1,709,64
,328,0,728,64
,308,0,748,64
