"BehaviorSpace results (NetLogo 6.0.3)"
"Rebellion.nlogo"
"experiment 12"
"05/23/2018 15:05:28:315 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","39","0","39"
"[run number]","1","1","1","1"
"government-legitimacy","0.63",,,
"movement?","true",,,
"initial-agent-density","53",,,
"vision","7",,,
"max-jail-term","30",,,
"visualization","3D",,,
"initial-cop-density","7.8",,,
"[reporter]","count agents with [jail-term > 0]","count agents with [active?]","count agents with [not active? and jail-term = 0]","count cops"
"[final]","69","1","778","125"
"[min]","0","0","554","125"
"[max]","294","100","848","125"
"[mean]","73.5575221238938","0.48932553372331383","773.9531523423829","125"
"[steps]","20000","20000","20000","20000"

"[all run data]","count agents with [jail-term > 0]","count agents with [active?]","count agents with [not active? and jail-term = 0]","count cops"
,"0","0","848","125"
,"71","6","771","125"
,"77","0","771","125"
,"75","0","773","125"
,"74","0","774","125"
,"76","1","771","125"
,"77","1","770","125"
,"77","0","771","125"
,"77","0","771","125"
,"76","1","771","125"
,"73","1","774","125"
,"76","0","772","125"
,"77","0","771","125"
,"73","0","775","125"
,"76","0","772","125"
,"74","0","774","125"
,"71","0","777","125"
,"72","2","774","125"
,"71","0","777","125"
,"71","1","776","125"
,"71","2","775","125"
,"73","0","775","125"
,"76","0","772","125"
,"75","0","773","125"
,"71","0","777","125"
,"72","0","776","125"
,"73","0","775","125"
,"75","1","772","125"
,"69","0","779","125"
,"71","0","777","125"
,"73","1","774","125"
,"75","0","773","125"
,"74","2","772","125"
,"75","0","773","125"
,"72","0","776","125"
,"76","1","771","125"
,"78","0","770","125"
,"72","0","776","125"
,"73","2","773","125"
,"74","0","774","125"
,"70","1","777","125"
,"76","0","772","125"
,"76","0","772","125"
,"72","0","776","125"
,"70","1","777","125"
,"72","0","776","125"
,"73","0","775","125"
,"71","2","775","125"
,"72","2","774","125"
,"76","1","771","125"
,"77","0","771","125"
,"75","1","772","125"
,"66","0","782","125"
,"72","1","775","125"
,"74","0","774","125"
,"71","0","777","125"
,"72","2","774","125"
,"78","0","770","125"
,"73","0","775","125"
,"74","2","772","125"
,"71","0","777","125"
,"73","0","775","125"
,"69","0","779","125"
,"73","2","773","125"
,"72","0","776","125"
,"75","1","772","125"
,"73","1","774","125"
,"73","0","775","125"
,"73","1","774","125"
,"70","0","778","125"
,"77","0","771","125"
,"75","0","773","125"
,"69","0","779","125"
,"72","2","774","125"
,"75","0","773","125"
,"73","1","774","125"
,"75","0","773","125"
,"76","0","772","125"
,"73","0","775","125"
,"75","0","773","125"
,"74","0","774","125"
,"72","0","776","125"
,"73","0","775","125"
,"77","0","771","125"
,"74","0","774","125"
,"74","0","774","125"
,"72","1","775","125"
,"71","1","776","125"
,"74","1","773","125"
,"70","0","778","125"
,"72","0","776","125"
,"74","2","772","125"
,"70","0","778","125"
,"74","1","773","125"
,"72","1","775","125"
,"72","0","776","125"
,"73","2","773","125"
,"72","1","775","125"
,"74","0","774","125"
,"72","0","776","125"
,"71","0","777","125"
,"75","0","773","125"
,"72","1","775","125"
,"70","2","776","125"
,"70","0","778","125"
,"75","0","773","125"
,"75","0","773","125"
,"72","0","776","125"
,"74","2","772","125"
,"72","1","775","125"
,"69","0","779","125"
,"72","0","776","125"
,"70","0","778","125"
,"72","1","775","125"
,"73","0","775","125"
,"72","0","776","125"
,"75","0","773","125"
,"71","1","776","125"
,"76","0","772","125"
,"75","0","773","125"
,"73","1","774","125"
,"72","0","776","125"
,"75","0","773","125"
,"70","2","776","125"
,"77","0","771","125"
,"71","0","777","125"
,"72","2","774","125"
,"74","0","774","125"
,"73","0","775","125"
,"73","2","773","125"
,"78","0","770","125"
,"74","0","774","125"
,"73","0","775","125"
,"72","0","776","125"
,"72","0","776","125"
,"76","1","771","125"
,"73","0","775","125"
,"74","0","774","125"
,"74","0","774","125"
,"72","1","775","125"
,"72","0","776","125"
,"67","0","781","125"
,"69","0","779","125"
,"70","0","778","125"
,"72","0","776","125"
,"77","1","770","125"
,"73","0","775","125"
,"78","0","770","125"
,"74","0","774","125"
,"67","1","780","125"
,"71","1","776","125"
,"74","1","773","125"
,"76","0","772","125"
,"77","1","770","125"
,"71","1","776","125"
,"72","0","776","125"
,"75","1","772","125"
,"74","0","774","125"
,"72","1","775","125"
,"70","1","777","125"
,"76","0","772","125"
,"80","0","768","125"
,"75","0","773","125"
,"76","1","771","125"
,"78","0","770","125"
,"75","0","773","125"
,"75","0","773","125"
,"69","0","779","125"
,"70","2","776","125"
,"74","0","774","125"
,"73","0","775","125"
,"76","0","772","125"
