"BehaviorSpace results (NetLogo 6.0.3)"
"Rebellion.nlogo"
"experiment 05 (NetLogo)"
"05/23/2018 10:35:53:060 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","39","0","39"
"[run number]","1","1","1","1"
"government-legitimacy","0.3",,,
"movement?","false",,,
"initial-agent-density","70",,,
"vision","7",,,
"max-jail-term","34",,,
"visualization","3D",,,
"initial-cop-density","4",,,
"[reporter]","count agents with [jail-term > 0]","count agents with [active?]","count agents with [not active? and jail-term = 0]","count cops"
"[final]","793","110","217","64"
"[min]","0","0","158","64"
"[max]","864","847","1120","64"
"[mean]","739.3570321483926","90.39513024348783","290.2478376081196","64"
"[steps]","20000","20000","20000","20000"

"[all run data]","count agents with [jail-term > 0]","count agents with [active?]","count agents with [not active? and jail-term = 0]","count cops"
,"0","0","1120","64"
,"53","751","316","64"
,"115","847","158","64"
,"171","786","163","64"
,"224","730","166","64"
,"277","677","166","64"
,"320","623","177","64"
,"366","580","174","64"
,"412","535","173","64"
,"464","488","168","64"
,"509","436","175","64"
,"545","393","182","64"
,"583","358","179","64"
,"625","319","176","64"
,"663","276","181","64"
,"700","237","183","64"
,"741","198","181","64"
,"778","160","182","64"
,"806","120","194","64"
,"838","84","198","64"
,"857","44","219","64"
,"856","8","256","64"
,"837","5","278","64"
,"800","1","319","64"
,"783","10","327","64"
,"763","5","352","64"
,"739","1","380","64"
,"713","1","406","64"
,"687","9","424","64"
,"656","18","446","64"
,"630","28","462","64"
,"631","119","370","64"
,"648","210","262","64"
,"669","251","200","64"
,"693","231","196","64"
,"698","208","214","64"
,"714","203","203","64"
,"719","187","214","64"
,"734","181","205","64"
,"748","166","206","64"
,"768","152","200","64"
,"787","127","206","64"
,"784","96","240","64"
,"802","89","229","64"
,"803","70","247","64"
,"808","50","262","64"
,"806","38","276","64"
,"794","19","307","64"
,"771","6","343","64"
,"748","2","370","64"
,"718","3","399","64"
,"694","45","381","64"
,"701","90","329","64"
,"724","130","266","64"
,"738","144","238","64"
,"755","140","225","64"
,"773","124","223","64"
,"785","110","225","64"
,"801","88","231","64"
,"819","60","241","64"
,"814","41","265","64"
,"812","13","295","64"
,"788","20","312","64"
,"769","29","322","64"
,"756","22","342","64"
,"742","10","368","64"
,"721","0","399","64"
,"675","8","437","64"
,"650","19","451","64"
,"646","37","437","64"
,"665","115","340","64"
,"680","200","240","64"
,"686","213","221","64"
,"700","212","208","64"
,"717","195","208","64"
,"728","180","212","64"
,"751","173","196","64"
,"765","148","207","64"
,"784","125","211","64"
,"806","100","214","64"
,"820","70","230","64"
,"827","56","237","64"
,"832","21","267","64"
,"816","11","293","64"
,"786","15","319","64"
,"753","6","361","64"
,"731","6","383","64"
,"702","7","411","64"
,"688","76","356","64"
,"698","152","270","64"
,"717","187","216","64"
,"735","171","214","64"
,"747","158","215","64"
,"765","145","210","64"
,"782","123","215","64"
,"810","101","209","64"
,"807","60","253","64"
,"811","42","267","64"
,"818","38","264","64"
,"810","12","298","64"
,"780","3","337","64"
,"761","4","355","64"
,"742","3","375","64"
,"713","3","404","64"
,"669","1","450","64"
,"637","3","480","64"
,"613","1","506","64"
,"585","41","494","64"
,"576","109","435","64"
,"601","289","230","64"
,"622","300","198","64"
,"642","279","199","64"
,"654","259","207","64"
,"682","248","190","64"
,"694","218","208","64"
,"722","205","193","64"
,"748","180","192","64"
,"762","151","207","64"
,"787","133","200","64"
,"809","111","200","64"
,"823","81","216","64"
,"838","48","234","64"
,"830","16","274","64"
,"825","14","281","64"
,"786","4","330","64"
,"767","5","348","64"
,"750","9","361","64"
,"730","16","374","64"
,"716","26","378","64"
,"712","36","372","64"
,"712","51","357","64"
,"726","52","342","64"
,"736","93","291","64"
,"740","118","262","64"
,"754","150","216","64"
,"765","142","213","64"
,"789","126","205","64"
,"804","95","221","64"
,"806","82","232","64"
,"810","72","238","64"
,"814","51","255","64"
,"814","41","265","64"
,"796","17","307","64"
,"784","9","327","64"
,"751","9","360","64"
,"723","1","396","64"
,"678","3","439","64"
,"653","19","448","64"
,"641","64","415","64"
,"654","164","302","64"
,"675","237","208","64"
,"688","226","206","64"
,"707","213","200","64"
,"728","194","198","64"
,"736","171","213","64"
,"750","161","209","64"
,"753","147","220","64"
,"774","142","204","64"
,"791","118","211","64"
,"818","93","209","64"
,"825","62","233","64"
,"827","35","258","64"
,"829","16","275","64"
,"796","2","322","64"
,"758","2","360","64"
,"721","4","395","64"
,"701","1","418","64"
,"669","1","450","64"
,"641","15","464","64"
,"618","16","486","64"
,"600","22","498","64"
,"591","82","447","64"
