BehaviorSpace results (NetLogo 6.0.3),,,,
Rebellion.nlogo,,,,
experiment 03,,,,
05/24/2018 04:13:10:014 +1000,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,
0,39,0,39,
[run number],1,1,1,1
government-legitimacy,0.76,,,
movement?,FALSE,,,
initial-agent-density,66,,,
vision,7,,,
max-jail-term,33,,,
visualization,3D,,,
initial-cop-density,4,,,
[reporter],JAILED,ACTIVE,QUIET,COPS
,251,357,448,64
,294,304,458,64
,345,262,449,64
,384,210,462,64
,429,170,457,64
,468,120,468,64
,500,75,481,64
,534,28,494,64
,536,0,520,64
,514,0,542,64
,493,1,562,64
,470,1,585,64
,444,1,611,64
,428,0,628,64
,396,1,659,64
,386,3,667,64
,367,0,689,64
,351,1,704,64
,334,1,721,64
,320,1,735,64
,301,1,754,64
,282,0,774,64
,258,0,798,64
,231,1,824,64
,214,0,842,64
,191,1,864,64
,180,3,873,64
,165,2,889,64
,148,0,908,64
,130,0,926,64
,110,0,946,64
,96,0,960,64
,90,1,965,64
,83,2,971,64
,78,0,978,64
,75,0,981,64
,66,0,990,64
,54,1,1001,64
,56,1,999,64
,57,0,999,64
,51,0,1005,64
,56,17,983,64
,98,200,758,64
,154,447,455,64
,210,401,445,64
,261,345,450,64
,309,294,453,64
,350,247,459,64
,393,206,457,64
,434,160,462,64
,479,119,458,64
,519,60,477,64
,541,13,502,64
,530,0,526,64
,513,0,543,64
,501,2,553,64
,487,11,558,64
,481,19,556,64
,469,2,585,64
,443,0,613,64
,425,1,630,64
,405,0,651,64
,383,1,672,64
,366,1,689,64
,335,0,721,64
,322,0,734,64
,295,0,761,64
,280,0,776,64
,259,0,797,64
,237,1,818,64
,224,2,830,64
,209,1,846,64
,180,0,876,64
,165,0,891,64
,140,0,916,64
,125,0,931,64
,105,1,950,64
,94,0,962,64
,82,0,974,64
,69,0,987,64
,68,1,987,64
,62,0,994,64
,57,2,997,64
,55,2,999,64
,56,0,1000,64
,53,2,1001,64
,52,0,1004,64
,54,0,1002,64
,53,0,1003,64
,55,2,999,64
,57,0,999,64
,55,0,1001,64
,53,1,1002,64
,54,1,1001,64
,55,0,1001,64
,49,0,1007,64
,52,0,1004,64
,48,0,1008,64
,50,2,1004,64
,54,1,1001,64
,54,1,1001,64
,53,1,1002,64
,56,0,1000,64
,52,1,1003,64
,56,1,999,64
,53,1,1002,64
,56,1,999,64
,57,0,999,64
,57,1,998,64
,52,0,1004,64
,57,2,997,64
,55,13,988,64
,88,176,792,64
,140,436,480,64
,194,416,446,64
,241,362,453,64
,293,317,446,64
,341,262,453,64
,387,213,456,64
,438,164,454,64
,471,108,477,64
,502,58,496,64
,521,13,522,64
,503,1,552,64
,497,1,558,64
,474,0,582,64
,456,0,600,64
,444,1,611,64
,429,0,627,64
,408,0,648,64
,395,1,660,64
,377,0,679,64
,360,0,696,64
,340,0,716,64
,322,1,733,64
,313,7,736,64
,297,0,759,64
,278,0,778,64
,267,2,787,64
,249,0,807,64
,231,1,824,64
,215,1,840,64
,194,0,862,64
,163,0,893,64
,139,1,916,64
,119,2,935,64
,106,1,949,64
,102,27,927,64
,122,133,801,64
,169,385,502,64
,213,385,458,64
,264,341,451,64
,316,291,449,64
,359,239,458,64
,410,194,452,64
,448,141,467,64
,491,90,475,64
,526,37,493,64
,538,2,516,64
,518,1,537,64
,499,0,557,64
,479,1,576,64
,453,1,602,64
,430,3,623,64
,414,1,641,64
,391,0,665,64
,368,1,687,64
,345,0,711,64
,324,1,731,64
,304,0,752,64
,284,1,771,64
,260,0,796,64
,240,3,813,64
,238,49,769,64
,264,156,636,64
,299,273,484,64
,341,256,459,64
,384,214,458,64
,419,170,467,64
,441,132,483,64
,471,107,478,64
,489,48,519,64
,502,15,539,64
,482,1,573,64
,451,1,604,64
,428,2,626,64
,411,4,641,64
,395,3,658,64
,379,1,676,64
,361,9,686,64
,361,19,676,64
,369,18,669,64
,366,2,688,64
,343,1,712,64
,328,3,725,64
,316,0,740,64
,295,1,760,64
,279,0,777,64
,259,0,797,64
,242,0,814,64
,227,0,829,64
,212,1,843,64
